frozenset(['doors_2']),frozenset(['safety_high']),0.33333333333333337
frozenset(['safety_high']),frozenset(['doors_2']),0.25
frozenset(['lug_boot_small']),frozenset(['doors_5_more']),0.25
frozenset(['doors_5_more']),frozenset(['lug_boot_small']),0.33333333333333337
frozenset(['lug_boot_small']),frozenset(['persons_more']),0.3333333333333333
frozenset(['persons_more']),frozenset(['lug_boot_small']),0.3333333333333333
frozenset(['doors_3']),frozenset(['persons_4']),0.33333333333333337
frozenset(['persons_4']),frozenset(['doors_3']),0.25
frozenset(['class_acc']),frozenset(['lug_boot_med']),0.3515625
frozenset(['lug_boot_med']),frozenset(['class_acc']),0.234375
frozenset(['safety_med']),frozenset(['buying_low']),0.25
frozenset(['buying_low']),frozenset(['safety_med']),0.33333333333333337
frozenset(['maint_med']),frozenset(['class_unacc']),0.6203703703703703
frozenset(['class_unacc']),frozenset(['maint_med']),0.2214876033057851
frozenset(['class_good']),frozenset(['doors_3']),0.2608695652173913
frozenset(['persons_more']),frozenset(['doors_5_more']),0.25
frozenset(['doors_5_more']),frozenset(['persons_more']),0.33333333333333337
frozenset(['doors_4']),frozenset(['lug_boot_med']),0.33333333333333337
frozenset(['lug_boot_med']),frozenset(['doors_4']),0.25
frozenset(['persons_2']),frozenset(['buying_high']),0.25
frozenset(['buying_high']),frozenset(['persons_2']),0.33333333333333337
frozenset(['safety_high']),frozenset(['maint_vhigh']),0.25
frozenset(['maint_vhigh']),frozenset(['safety_high']),0.33333333333333337
frozenset(['class_acc']),frozenset(['buying_low']),0.23177083333333334
frozenset(['buying_low']),frozenset(['class_acc']),0.20601851851851855
frozenset(['class_unacc']),frozenset(['doors_4']),0.24132231404958676
frozenset(['doors_4']),frozenset(['class_unacc']),0.6759259259259259
frozenset(['class_acc']),frozenset(['maint_high']),0.2734375
frozenset(['maint_high']),frozenset(['class_acc']),0.24305555555555555
frozenset(['doors_3']),frozenset(['lug_boot_med']),0.33333333333333337
frozenset(['lug_boot_med']),frozenset(['doors_3']),0.25
frozenset(['class_acc']),frozenset(['persons_4']),0.515625
frozenset(['persons_4']),frozenset(['class_acc']),0.34375
frozenset(['class_unacc']),frozenset(['doors_5_more']),0.24132231404958676
frozenset(['doors_5_more']),frozenset(['class_unacc']),0.6759259259259259
frozenset(['persons_4']),frozenset(['lug_boot_med']),0.3333333333333333
frozenset(['lug_boot_med']),frozenset(['persons_4']),0.3333333333333333
frozenset(['safety_med']),frozenset(['maint_low']),0.25
frozenset(['maint_low']),frozenset(['safety_med']),0.33333333333333337
frozenset(['safety_low']),frozenset(['buying_med']),0.25
frozenset(['buying_med']),frozenset(['safety_low']),0.33333333333333337
frozenset(['maint_med']),frozenset(['persons_2']),0.33333333333333337
frozenset(['persons_2']),frozenset(['maint_med']),0.25
frozenset(['class_unacc']),frozenset(['persons_4']),0.2578512396694215
frozenset(['persons_4']),frozenset(['class_unacc']),0.5416666666666666
frozenset(['maint_high']),frozenset(['doors_5_more']),0.25
frozenset(['doors_5_more']),frozenset(['maint_high']),0.25
frozenset(['buying_low']),frozenset(['lug_boot_big']),0.33333333333333337
frozenset(['lug_boot_big']),frozenset(['buying_low']),0.25
frozenset(['persons_2']),frozenset(['buying_low']),0.25
frozenset(['buying_low']),frozenset(['persons_2']),0.33333333333333337
frozenset(['persons_more']),frozenset(['lug_boot_med']),0.3333333333333333
frozenset(['lug_boot_med']),frozenset(['persons_more']),0.3333333333333333
frozenset(['maint_med']),frozenset(['doors_3']),0.25
frozenset(['doors_3']),frozenset(['maint_med']),0.25
frozenset(['buying_vhigh']),frozenset(['safety_med']),0.33333333333333337
frozenset(['safety_med']),frozenset(['buying_vhigh']),0.25
frozenset(['doors_2']),frozenset(['lug_boot_med']),0.33333333333333337
frozenset(['lug_boot_med']),frozenset(['doors_2']),0.25
frozenset(['buying_vhigh']),frozenset(['persons_more']),0.33333333333333337
frozenset(['persons_more']),frozenset(['buying_vhigh']),0.25
frozenset(['buying_high']),frozenset(['lug_boot_big']),0.33333333333333337
frozenset(['lug_boot_big']),frozenset(['buying_high']),0.25
frozenset(['class_acc']),frozenset(['buying_med']),0.29947916666666663
frozenset(['buying_med']),frozenset(['class_acc']),0.26620370370370366
frozenset(['safety_high']),frozenset(['lug_boot_med']),0.3333333333333333
frozenset(['lug_boot_med']),frozenset(['safety_high']),0.3333333333333333
frozenset(['lug_boot_small']),frozenset(['buying_low']),0.25
frozenset(['buying_low']),frozenset(['lug_boot_small']),0.33333333333333337
frozenset(['buying_vhigh']),frozenset(['maint_low']),0.25
frozenset(['maint_low']),frozenset(['buying_vhigh']),0.25
frozenset(['doors_4']),frozenset(['maint_vhigh']),0.25
frozenset(['maint_vhigh']),frozenset(['doors_4']),0.25
frozenset(['persons_2']),frozenset(['lug_boot_med']),0.3333333333333333
frozenset(['lug_boot_med']),frozenset(['persons_2']),0.3333333333333333
frozenset(['persons_2']),frozenset(['lug_boot_big']),0.3333333333333333
frozenset(['lug_boot_big']),frozenset(['persons_2']),0.3333333333333333
frozenset(['buying_vhigh']),frozenset(['lug_boot_big']),0.33333333333333337
frozenset(['lug_boot_big']),frozenset(['buying_vhigh']),0.25
frozenset(['maint_vhigh']),frozenset(['lug_boot_med']),0.33333333333333337
frozenset(['lug_boot_med']),frozenset(['maint_vhigh']),0.25
